brand,carname,salesranking,launchedinput,movrating,heroimage,heroimagename,grayimage,grayname,bodytype,subbodytype,active,redimage,redname,blueimage,blueimagename,blackimage,blackimagename,greenimage,greenimagename,creamimage,creamimagename,brownimage,brownimagename,yellowimage,yellowimagename,purpleimage,purpleimagename,whiteimage,whitename,seater,fueltype,transmissiontype,NCAP,upcoming,itext,carbrowsher,pro,cons,asliheader1,aslisummary1,engineh1,engineh2,enginesummary1,engineauto1,engineimt1,enginemanual1,engineh2a,engineh21,enginesummary2,engineauto2,engineimt2,enginemanual2,engineh3,engineh31,enginesummary3,engineauto3,engineimt3,enginemanual3,engineh4,engineh41,enginesummary4,engineauto4,engineimt4,enginemanual4,standard,extended,Service,keyF1,keyF1text,keyF2,keyF2text,keyF3,keyF3text,keyF4,keyF4text,keyF5,keyF5text,keyF6,keyF6text,keyF7,keyF7text,keyF8,keyF8text,keyF9,keyF9text,keyF10,keyF10text,keyF11,keyF11text,keyF12,keyF12text,keyF13,keyF13text,keyF14,keyF14text,keyF15,keyF15text,keyF16,keyF16text,keyF17,keyF17text,keyF18,keyF18text,keyF19,keyF19text,keyF20,keyF20text,spaceC1,spaceC1text,spaceC2,spaceC2text,spaceC3,spaceC3text,spaceC4,spaceC4text,spaceC5,spaceC5text,spaceC6,spaceC6text,spaceC7,spaceC7text,spaceC8,spaceC8text,spaceC9,spaceC9text,spaceC10,spaceC10text,spaceC11,spaceC11text,spaceC12,spaceC12text,spaceC13,spaceC13text,spaceC14,spaceC14text,spaceC15,spaceC15text,spaceC16,spaceC16text,spaceC17,spaceC17text,spaceC18,spaceC18text,spaceC19,spaceC19text,spaceC20,spaceC20text,storageC1,storageC1text,storageC2,storageC2text,storageC3,storageC3text,storageC4,storageC4text,storageC5,storageC5text,storageC6,storageC6text,storageC7,storageC7text,storageC8,storageC8text,storageC9,storageC9text,storageC10,storageC10text,storageC11,storageC11text,storageC12,storageC12text,storageC13,storageC13text,storageC14,storageC14text,storageC15,storageC15text,storageC16,storageC16text,storageC17,storageC17text,storageC18,storageC18text,storageC19,storageC19text,storageC20,storageC20text,
662526a41dc6cd46bdca6ab8,Venue,Updated,2022,4.2,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>DCT</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Looks stylish</li><li> Multiple powertrain options</li><li> 1.0L turbo engine offers good performance and decent mileage.</li></ul>,<ul><li>Poor build quality; Cramped 2nd row</li><li> lacks features for price</li></ul>,662526a41dc6cd46bdca6ab8 Venue,,1.2 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>",,,"82 Bhp, 114 Nm, 5-Speed",1 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","118 Bhp, 172 Nm, 7-Speed",,"118 Bhp, 172 Nm, 5-Speed",1.5 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>",,,"113 Bhp, 250 Nm, 6-Speed",,,,,,,3 Years / Unlimited Kms,"5 Years / 1,40,000 Kms","10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ab8,Venue N-line,Updated,2022,3.8,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>Manual</li><li>DCT</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Looks stylish</li><li> Multiple powertrain options</li><li> 1.0L turbo engine offers good performance and decent mileage.</li></ul>,<ul><li>Poor build quality; Cramped 2nd row</li><li> lacks features for price</li></ul>,662526a41dc6cd46bdca6ab8 Venue N-line,,1 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","118 Bhp, 172 Nm, 7-Speed",,"118 Bhp, 172 Nm, 6-Speed",,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,"7 Years / 1,00,000 Kms","10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ab8,Exter,Launched,2023,4.2,,,,,SUV,MICRO,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AMT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>First AMT Transmission with Paddle shifers</li><li> Car is feature loaded</li><li> Good Engine refinement</li><li> Fresh and new design in the Market.</li></ul>,<ul><li>Top-end trim is costly</li><li> Rear seats are spacious enough for 2 people</li><li> Not really a fun-to-drive car. </li></ul>,662526a41dc6cd46bdca6ab8 Exter,,1.2 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","82 Bhp, 114 Nm, 5-Speed",,"82 Bhp, 114 Nm, 5-Speed",1.2 Litre CNG,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>",,,"68 Bhp, 95 Nm, 5-Speed",,,,,,,,,,,,,3 Years / Unlimited Kms,"7 Years / 1,00,000 Kms","10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ab8,Verna,Updated,2023,3.8,,,,,Sedan,COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>Manual</li><li>CVT</li><li>DCT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>Spacious Cabin</li><li> Premium interiors</li><li> Multiple powertrain options</li><li> Loaded with features</li><li> Powerful Engine.</li></ul>,<ul><li>No Diesel option</li><li> Little expensive.</li></ul>,662526a41dc6cd46bdca6ab8 Verna,,1.5 Litre Petrol,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","113 Bhp, 144 Nm, NA",,"113 Bhp, 144 Nm, 6-Speed",1.5 Litre Turbo Petrol,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","158 Bhp, 253 Nm, 7-Speed",,"158 Bhp, 253 Nm, 6-Speed",,,,,,,,,,,,,3 Years / Unlimited Kms,"7 Years / 1,00,000 Kms","10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Altroz,Updated,2022,4.2,,,,,Hatchback,PREMIUM LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li><li>CNG</li></ul>,<ul><li>Manual</li><li>DCT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Good safety & built quality with 5-star G-NCAP rating</li><li> Good cabin and boot-space</li><li> Best in class speakers</li></ul>,<ul><li>Under-powered 1.2L engine</li><li> lesser features than rivals</li><li> poor headlamps</li></ul>,662526a41dc6cd46bdca6aba Altroz,,1.2 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","85 Bhp, 113 Nm, 6-Speed",,"85 Bhp, 113 Nm, 5-Speed",1.2 Litre CNG,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"72 Bhp, 103 Nm, 5-Speed",1.2 Litre Turbo Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"108 Bhp, 140 Nm, 5-Speed",1.5 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"90 Bhp, 200 Nm, 5-Speed",3 Years / Unlimited Kms,3 Years / Unlimited Kms,"7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Harrier,Updated,2023,3.8,,,,,SUV,COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Good safety & built quality with 5-star G-NCAP rating</li><li> Good cabin and boot-space</li><li> Best in class speakers</li></ul>,<ul><li>Under-powered 1.2L engine</li><li> lesser features than rivals</li><li> poor headlamps</li></ul>,662526a41dc6cd46bdca6aba Harrier,,2 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","168 Bhp, 350 Nm, 6-Speed",,"168 Bhp, 350 Nm, 6-Speed",,,,,,,,,,,,,,,,,,,"2 Years / 75,000 Kms",3 Years / Unlimited Kms,"7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Nexon,Updated,2023,4.2,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AMT</li><li>DCT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>Strong build quality</li><li> Multiple powertrain options</li><li> Feature loaded</li><li> Stylish Design and premium interiors.</li></ul>,<ul><li>Fit and Finish still needs improvement</li><li> Engine refinement of both Petrol and Diesel needs to be better.</li></ul>,662526a41dc6cd46bdca6aba Nexon,,1.2 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","118 Bhp, 170 Nm, 6/7-Speed",,"118 Bhp, 170 Nm, 6-Speed",1.5 Litre Diesel,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","113 Bhp, 260 Nm, 6-Speed",,"113 Bhp, 260 Nm, 6-Speed",,,,,,,,,,,,,"2 Years / 75,000 Kms",3 Years / Unlimited Kms,"7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Nexon EV,Updated,2023,3.8,,,,,SUV,SUB-COMPACT ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>Strong build quality</li><li> Features loaded</li><li> Low running cost then ICE vehicles</li><li> Powerful motor.</li></ul>,<ul><li>Range is decent could be better</li><li> EV charging infrastructure is yet to develop. </li></ul>,662526a41dc6cd46bdca6aba Nexon EV,,30 kWh Electric,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","127 Bhp, 215 Nm, NA",,,40.5 kWh Electric,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","143 Bhp, 215 Nm, NA",,,,,,,,,,,,,,,"2 Years / 75,000 Kms",3 Years / Unlimited Kms,"7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Punch,Updated,2023,4.2,,,,,SUV,MICRO,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AMT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Great space for 5 adults</li><li> Impressive high speed stability</li><li> best in class speakers</li><li> great suspension</li><li> </li></ul>,<ul><li>No turbo or diesel options</li><li> missing features such as rear AC vents</li><li> auto-dimming IRVM</li><li> engine could be more powerful</li></ul>,662526a41dc6cd46bdca6aba Punch,,1.2 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","84 Bhp, 113 Nm, 5-Speed",,"84 Bhp, 113 Nm, 5-Speed",1.2 Litre CNG,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"72 Bhp, 103 Nm, 5-Speed",,,,,,,,,,,,,"2 Years / 75,000 Kms",3 Years / Unlimited Kms,"7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Punch EV,Launched,2024,3.8,,,,,SUV,SUB-COMPACT ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Great space for 5 adults</li><li> Impressive high speed stability</li><li> best in class speakers</li><li> great suspension</li><li> </li></ul>,<ul><li>Missing features such as rear AC vents</li><li> auto-dimming IRVM</li></ul>,662526a41dc6cd46bdca6aba Punch EV,,25 kWh Electric,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","80 Bhp, 114 Nm, NA",,,35 kWh Electric,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","121 Bhp, 190 Nm, NA",,,,,,,,,,,,,,,"3 Years / 1,25,000 Kms","3 Years / 1,25,000 Kms","7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Safari,Updated,2023,4.2,,,,,SUV,COMPACT 6/7 SEATER,true,,,,,,,,,,,,,,,,,,,<ul><li>6</li><li>7</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>Strong and Sturdy with 5-stars in G-NCAP</li><li> Stylish design with premium interiors</li><li> Powerfull Engine with a sustainable gearbox</li><li> Loaded with top of the line features</li><li> Spacious cabin space.</li></ul>,<ul><li>No Petrol Engine option available yet</li><li> Manual gearbox is a bit heavy</li><li> Very less bootspace if 3rd row is occupied.</li></ul>,662526a41dc6cd46bdca6aba Safari,,2 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","168 Bhp, 350 Nm, 6-Speed",,"168 Bhp, 350 Nm, 6-Speed",,,,,,,,,,,,,,,,,,,"2 Years / 75,000 Kms","3 Years / 1,25,000 Kms","7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Tiago,Updated,2023,3.8,,,,,Hatchback,MID-LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AMT</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>Good amount of features. Comfortable suspension</li><li> Only hatchback in its class to get a 4-star G-NCAP rating.</li></ul>,<ul><li>Engine refinement iand NVH levels not upto the mark</li><li> Lower trims of the car are not well equipped</li></ul>,662526a41dc6cd46bdca6aba Tiago,,1.2 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","85 Bhp, 113 Nm, 5-Speed",,"85 Bhp, 113 Nm, 5-Speed",1.2 Litre CNG,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>",,,"72 Bhp, 95 Nm, 5-Speed",,,,,,,,,,,,,"2 Years / 75,000 Kms","3 Years / 1,25,000 Kms","7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Tiago EV,Updated,2023,4.2,,,,,Hatchback,ENTRY LEVEL ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Value-for-money EV under 10 lakhs</li><li> Regenerative brakes is a good to have feature</li><li> Smooth drive with no hassle of gears</li><li> ideal city car</li><li> premium interiors</li></ul>,<ul><li>Confusing gear shifter</li><li> limited range for intercity travel</li></ul>,662526a41dc6cd46bdca6aba Tiago EV,,19.2 kWh Electric,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","60 Bhp, 110 Nm, NA",,"74 Bhp, 114 Nm, NA",24 kWh Electric,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>",,,,,,,,,,,,,,,,"3 Years / 1,25,000 Kms","3 Years / 1,25,000 Kms","7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Tiago NRG,Updated,2023,3.8,,,,,Hatchback,MID-LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AMT</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Good amount of features. Comfortable suspension</li><li> Only hatchback in its class to get a 4-star G-NCAP rating.</li></ul>,<ul><li>Engine refinement iand NVH levels not upto the mark</li><li> Lower trims of the car are not well equipped</li></ul>,662526a41dc6cd46bdca6aba Tiago NRG,,1.2 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","85 Bhp, 113 Nm, 5-Speed",,"85 Bhp, 113 Nm, 5-Speed",1.2 Litre CNG,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"72 Bhp, 95 Nm, 5-Speed",,,,,,,,,,,,,"2 Years / 75,000 Kms","3 Years / 1,25,000 Kms","7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Tigor,Updated,2023,4.2,,,,,Sedan,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AMT</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>The only sub-4m sedan with a 4-star NCAP crash test rating</li><li> Multiple powertrain options</li><li> feature loaded</li></ul>,<ul><li>Cramped 2nd row</li><li> base variant misses out on features</li><li> High NVH</li></ul>,662526a41dc6cd46bdca6aba Tigor,,1.2 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","85 Bhp, 113 Nm, 5-Speed",,"85 Bhp, 113 Nm, 5-Speed",1.2 Litre CNG,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>",,,"72 Bhp, 95 Nm, 5-Speed",,,,,,,,,,,,,"2 Years / 75,000 Kms","3 Years / 1,25,000 Kms","7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6aba,Tigor EV,Updated,2023,3.8,,,,,Sedan,SUB-COMPACT ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>1.6 lakh km or 8-year battery warranty</li><li> Minimal maintenance required</li><li> Amazing torque output at low RPMs and city speeds</li></ul>,<ul><li>Boot space is compromised</li><li> No front armrest</li></ul>,662526a41dc6cd46bdca6aba Tigor EV,,26kWh Electric,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","74 Bhp, 170 Nm, NA",,,,,,,,,,,,,,,,,,,,,"3 Years / 1,25,000 Kms","3 Years / 1,25,000 Kms","7,500 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
